batch_id,batch_tag,node_count,target_rps,repeat,duration_s,batch_size,accepted,completed,succeeded,failed,inflight,completed_rps,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,k6_http_reqs,k6_http_req_failed_rate,k6_dropped_iterations,k6_http_req_duration_avg_ms,k6_http_req_duration_p95_ms,k6_http_req_duration_p99_ms
adapter-n4-rps20-rep3-1774508698486,node4-rps20-rep3,4,20,3,60,1,1201,1201,1201,0,0,19.9481779224662,278.77185678601165,211,753,1011,1201,0,0,1.4608031032472926,2.332685,0
adapter-n4-rps40-rep1-1774508766742,node4-rps40-rep1,4,40,1,60,1,2401,2401,2401,0,0,31.897651185035603,21236.783007080383,20926,40247,47453,2401,0,0,1.1320803586005814,1.651716,0
adapter-n4-rps40-rep2-1774508849251,node4-rps40-rep2,4,40,2,60,1,2400,2400,2400,0,0,36.9225088844787,6709.537083333334,4173,22016,26244,2400,0,0,1.0249103949999974,1.3271152999999987,0
adapter-n4-rps40-rep3-1774508921797,node4-rps40-rep3,4,40,3,60,1,2400,2400,2400,0,0,37.93926555905089,1713.3695833333334,189,5794,6688,2400,0,0,1.0259106300000003,1.2774970999999997,0
adapter-n4-rps60-rep1-1774508992335,node4-rps60-rep1,4,60,1,60,1,3600,3600,3600,0,0,44.831880448318806,24405.260833333334,27763,45249,49061,3600,0,0,1.0188424205555549,1.3816537499999995,0
adapter-n4-rps60-rep2-1774509080903,node4-rps60-rep2,4,60,2,60,1,3601,3601,3601,0,0,54.66496645110362,9722.589280755346,9549,16993,21577,3601,0,0,0.9701202971396821,1.282089,0
adapter-n4-rps60-rep3-1774509155515,node4-rps60-rep3,4,60,3,60,1,3601,3601,3601,0,0,27.19644731774,46735.33435156901,72205,92896,95172,3601,0,0,0.9355381266314896,1.362179,0
adapter-n4-rps70-rep1-1774509296250,node4-rps70-rep1,4,70,1,60,1,4200,4200,4200,0,0,53.956141365090375,22474.19380952381,24107,35274,37221,4200,0,0,0.9617083723809539,1.33797745,0
adapter-n4-rps70-rep2-1774509382826,node4-rps70-rep2,4,70,2,60,1,4201,4201,4201,0,0,55.569518115318985,22614.808140918827,24006,33825,35070,4201,0,0,0.9615241011663906,1.408045,0
adapter-n4-rps70-rep3-1774509467608,node4-rps70-rep3,4,70,3,60,1,4201,4201,4201,0,0,51.78683694727629,23783.00761723399,24332,42031,46422,4201,0,0,0.9330085153534865,1.381919,0
adapter-n4-rps80-rep1-1774509556210,node4-rps80-rep1,4,80,1,60,1,4801,4801,4801,0,0,41.83003119173332,76738.30222870235,77412,100100,102326,4801,0,0,0.8752032034992697,1.164178,0
adapter-n4-rps80-rep2-1774509679009,node4-rps80-rep2,4,80,2,60,1,4801,4801,4801,0,0,34.3967845705238,98750.44074151218,101938,122916,125151,4801,0,0,0.8586065486357016,1.116104,0
adapter-n4-rps80-rep3-1774509825775,node4-rps80-rep3,4,80,3,60,1,4801,4801,4801,0,0,56.6275860442075,33167.807331805874,35144,46822,50197,4801,0,0,0.9158801156009144,1.426726,0
adapter-n4-rps90-rep1-1774509919597,node4-rps90-rep1,4,90,1,60,1,5401,5401,5401,0,0,36.25026847079038,93329.23421588595,104998,118516,120242,5401,0,0,0.8687516393260512,1.19847,0
adapter-n4-rps90-rep2-1774510076538,node4-rps90-rep2,4,90,2,60,1,5400,5400,5400,0,0,58.439028613479934,42535.15462962963,45070,56478,58061,5400,0,0,0.8977346148148153,1.39980725,0
adapter-n4-rps90-rep3-1774510177157,node4-rps90-rep3,4,90,3,60,1,5401,5401,5401,0,0,58.02161442107299,43820.834845399,46596,58536,59985,5401,0,0,0.9174832201444179,1.328702,0
